C-FGAX0,2024-11-21 08:35:30,-0.319754004478455,-0.716175973415375,1.79715001583099,2154.67041015625,
C-FGAX1,2024-11-21 08:35:31,-0.319754004478455,1.85967600345612,1.79715001583099,2154.67041015625,
C-FGAX10,2024-11-21 08:35:40,0.257793009281158,-0.141772001981735,2.65876603126526,2154.66040039063,
C-FGAX11,2024-11-21 08:35:41,0.257793009281158,-0.141772001981735,2.65876603126526,2154.66040039063,
C-FGAX2,2024-11-21 08:35:32,-0.319754004478455,1.85967600345612,2.10545492172241,2154.67041015625,
C-FGAX3,2024-11-21 08:35:33,-0.319754004478455,1.85967600345612,2.10545492172241,2154.67041015625,
C-FGAX4,2024-11-21 08:35:34,-0.319754004478455,1.85967600345612,2.10545492172241,2154.67041015625,
C-FGAX5,2024-11-21 08:35:35,-0.319754004478455,1.85967600345612,2.10545492172241,2154.67041015625,
C-FGAX6,2024-11-21 08:35:36,0.257793009281158,1.85967600345612,2.10545492172241,2154.67041015625,
C-FGAX7,2024-11-21 08:35:37,0.257793009281158,-0.141772001981735,2.10545492172241,2154.67041015625,
C-FGAX8,2024-11-21
